lex	sem
inflammatory_myopathy_lex	Disease
noninsulindependent_diabetes_mellitus_lex	Disease
autoimmune_thyroiditis_lex	Disease
dxr_lex	Chemical
myocardial_disease_lex	Disease
chloramphenicol_lex	Chemical
pancytopenia_lex	Disease
bone_marrow_hypoplasia_lex	Disease
trihexyphenidyl_hydrochloride_lex	Chemical
amphothericin_b_lex	Chemical
spiperone_lex	Chemical
increased_cardiac_output_lex	Disease
rise_in_resting_blood_pressure_lex	Disease
suprofen_lex	Chemical
acute_declines_in_renal_function_lex	Disease
deoxycholic_acid_lex	Chemical
taurodeoxycholic_acid_lex	Chemical
sodium_deoxycholate_lex	Chemical
bile_acid_lex	Chemical
taurocholic_acid_lex	Chemical
digitalis_glycosides_lex	Chemical
left_ventricular_enddiastolic_volume_falls_lex	Disease
prolongation_of_the_qt_interval_lex	Disease
gastrointestinal_motility_disorders_lex	Disease
prolongation_of_qt_interval_lex	Disease
sudden_cardiac_death_lex	Disease
erythromycin_lex	Chemical
azole_lex	Chemical
gastroesophageal_reflux_disorder_lex	Disease
qtinterval_prolongation_lex	Disease
insulindependent_diabetes_mellitus_lex	Disease
iddm_lex	Disease
gastrointestinal_gi_toxicity_lex	Disease
gi_toxicity_lex	Disease
posttransplant_lmphoproliferate_disease_lex	Disease
ptld_lex	Disease
netilmicin_lex	Chemical
netilmicin_sulfate_lex	Chemical
piperacillin_sodium_lex	Chemical
piperacillin_lex	Chemical
pgs_lex	Chemical
flurothyl_lex	Chemical
pentetrazol_lex	Chemical
mefenamic_acid_lex	Chemical
meclofenamic_acid_lex	Chemical
fluorthyl_lex	Chemical
amlodipine_lex	Chemical
benazapril_lex	Chemical
liver_toxicity_lex	Disease
15f2tisoprostane_lex	Chemical
15f2tisop_lex	Chemical
lipid_hydroperoxides_lex	Chemical
lpo_lex	Chemical
thiobarbituric_acid_reactive_substances_lex	Chemical
tbars_lex	Chemical
steatosis_lex	Disease
4enevpa_lex	Chemical
24dienevpa_lex	Chemical
pheochromocytoma_lex	Disease
amisulpride_lex	Chemical
tiapride_lex	Chemical
nicardipine_lex	Chemical
benzamide_lex	Chemical
hyperkinesia_lex	Disease
stereotypies_lex	Disease
asystolic_lex	Disease
isosorbide_lex	Chemical
nitrate_lex	Chemical
fenoprofen_calcium_lex	Chemical
gold_lex	Chemical
betaadrenergic_blocking_drugs_lex	Chemical
ischaemic_heart_disease_lex	Disease
cardiac_failure_lex	Disease
bendrofluazide_lex	Chemical
impaired_glucose_tolerance_lex	Disease
raynauds_phenomenon_lex	Disease
corneal_disease_lex	Disease
myocardial_ischaemia_lex	Disease
sle_lex	Disease
renal_involvement_lex	Disease
cq_lex	Chemical
arthralgia_lex	Disease
myositis_lex	Disease
muscular_weakness_lex	Disease
muscular_atrophy_lex	Disease
polymyositis_lex	Disease
affection_of_the_musculoskeletal_system_lex	Disease
adenovirus_disease_lex	Disease
cidofovir_lex	Chemical
guanosine_lex	Chemical
respiratory_syncytial_virus_infection_lex	Disease
infection_with_hemorrhagic_fever_viruses_lex	Disease
adenovirus_infection_lex	Disease
digeorge_syndrome_lex	Disease
progressive_renal_failure_lex	Disease
immunodeficiency_lex	Disease
alcoholic_hepatitis_lex	Disease
cholestatic_injury_lex	Disease
cataleptic_lex	Disease
osteomyelitis_lex	Disease
tenofovir_disoproxil_fumarate_lex	Chemical
cerebrovascular_accident_lex	Disease
leukaemia_lex	Disease
cerebrovascular_accidents_lex	Disease
lesions_within_the_subcortical_white_matter_lex	Disease
cytotoxic_oedema_within_cerebral_white_matter_lex	Disease
tricaine_lex	Chemical
infected_with_hepatitis_c_virus_lex	Disease
chronic_infection_with_hepatitis_c_virus_lex	Disease
endstage_liver_disease_lex	Disease
hcv_infection_lex	Disease
interferon_lex	Chemical
viramidine_lex	Chemical
calcium_carbonate_lex	Chemical
milkalkali_syndrome_lex	Disease
acute_renal_insufficiency_lex	Disease
metabolic_alkalosis_lex	Disease
125dihydroxyvitamin_d_lex	Chemical
pamidronate_lex	Chemical
interferonalpha_lex	Chemical
riha_lex	Disease
catatonia_lex	Disease
nacetyl_serotonin_lex	Chemical
melatonin_lex	Chemical
azelastine_lex	Chemical
chlorpheniramine_lex	Chemical
spring_allergic_rhinitis_lex	Disease
chlorpheniramine_maleate_lex	Chemical
altered_taste_perception_lex	Disease
seasonal_allergic_rhinitis_lex	Disease
hypercalcaemia_lex	Disease
nondepolarizing_neuromuscular_blocking_agents_lex	Chemical
ndnmba_lex	Chemical
ndnmbas_lex	Chemical
vecuronium_lex	Chemical
loss_of_thick_myosin_filaments_lex	Disease
pathology_at_both_the_neuromuscular_junction_lex	Disease
prostaglandin_e2_lex	Chemical
bladder_hyperactivity_lex	Disease
tachykinins_lex	Chemical
prostaglandin_pg_e2_lex	Chemical
rp_sixty-seven thousand, five hundred and eighty_lex	Chemical
sr_forty-eight thousand, nine hundred and sixty-eight_lex	Chemical
pge2_lex	Chemical
prostanoids_lex	Chemical
diastolic_hypertension_lex	Disease
hydrochlorothiazide_lex	Chemical
hctc_lex	Chemical
hctz_lex	Chemical
coronary_disease_lex	Disease
chlorthalidone_lex	Chemical
respiratory_paralysis_lex	Disease
thiosemicarbazide_lex	Chemical
amino_acids_lex	Chemical
infection_by_hepatitis_b_virus_lex	Disease
hepatitis_b_e_antigen_lex	Chemical
hepatitis_b_vaccine_lex	Chemical
acetic_acid_lex	Chemical
prostaglandin_d2_lex	Chemical
hyperalgesic_lex	Disease
ah6809_lex	Chemical
atrial_tachyarrhythmia_lex	Disease
atenolol_lex	Chemical
siat_lex	Disease
coenzyme_q10_lex	Chemical
acute_renal_injury_lex	Disease
reduced_glutathione_lex	Chemical
platinum_lex	Chemical
selenium_lex	Chemical
zinc_lex	Chemical
renal_tissue_damage_lex	Disease
metformin_lex	Chemical
vascular_dysfunction_lex	Disease
kidney_dysfunction_lex	Disease
hip_fracture_lex	Disease
mental_disorders_lex	Disease
coronary_artery_spasm_lex	Disease
renal_cell_carcinoma_lex	Disease
subendocardial_infarction_lex	Disease
nitrates_lex	Chemical
nicorandil_lex	Chemical
stable_angina_lex	Disease
norfloxacin_lex	Chemical
fluoroquinolones_lex	Chemical
anxious_behaviour_lex	Disease
dcm_lex	Disease
acquired_immunodeficiency_syndrome_lex	Disease
cardiac_and_skeletal_myopathies_lex	Disease
3azido23deoxythymidine_lex	Chemical
cardiac_dilation_lex	Disease
chorea_lex	Disease
nonketotic_hyperglycinemia_lex	Disease
disorder_of_amino_acid_metabolism_lex	Disease
hypotonia_lex	Disease
language_delay_lex	Disease
mental_retardation_lex	Disease
ritanserin_lex	Chemical
dmso_lex	Chemical
renal_disease_lex	Disease
diseased_kidney_lex	Disease
tubulointerstitial_injury_lex	Disease
hypoxic_lex	Disease
glomerular_diseases_lex	Disease
autoimmune_diseases_lex	Disease
systemic_sclerosis_lex	Disease
multiple_sclerosis_lex	Disease
heart_damage_lex	Disease
autoimmune_disease_lex	Disease
arteritis_lex	Disease
fenoldopam_lex	Chemical
lowmolecularweight_heparin_lex	Chemical
unfractionated_heparin_lex	Chemical
uh_lex	Chemical
lmwh_lex	Chemical
refractory_seizures_lex	Disease
calcium_phosphate_lex	Chemical
neutropenic_lex	Disease
hematological_disorders_lex	Disease
excitotoxicity_lex	Disease
ka_lex	Chemical
delayed_puberty_lex	Disease
cabergoline_lex	Chemical
cholestatic_jaundice_lex	Disease
metformin_hydrochloride_lex	Chemical
visual_field_constriction_lex	Disease
visual_field_loss_lex	Disease
rapa_lex	Chemical
facial_dysmorphism_lex	Disease
posttransplant_lymphoproliferative_disorder_lex	Disease
pneumocystis_carinii_pneumonia_lex	Disease
infectious_mononucleosis_lex	Disease
bronchiolitis_obliterans_lex	Disease
aphtous_ulcers_lex	Disease
structural_and_functional_impairment_of_mitochondria_lex	Disease
cardiovascular_arrhythmias_lex	Disease
mitochondrial_structural_and_functional_impairment_lex	Disease
chloralose_lex	Chemical
pindolol_lex	Chemical
methylatropine_lex	Chemical
systemic_lupus_erythematodes_lex	Disease
stillbirth_lex	Disease
irritable_bowel_syndrome_lex	Disease
disordered_gastrointestinal_motility_lex	Disease
ibs_lex	Disease
clarithromycin_lex	Chemical
gastroenteritis_lex	Disease
ventricular_dysrhythmias_lex	Disease
dysrhythmias_lex	Disease
nephrogenic_diabetes_insipidus_lex	Disease
head_injury_lex	Disease
polyuric_lex	Disease
bone_tumor_lex	Disease
bone_tumors_lex	Disease
rosens_t5_or_t10_protocol_lex	Chemical
ventricular_dilation_lex	Disease
cardiac_abnormalities_lex	Disease
venous_complications_lex	Disease
hypomagnesemia_lex	Disease
muscle_spasms_lex	Disease
glutamic_acid_lex	Chemical
digoxigenin_lex	Chemical
cresyl_violet_lex	Chemical
neuronal_degeneration_lex	Disease
misoprostol_lex	Chemical
bun_lex	Chemical
impairment_of_renal_reabsorption_lex	Disease
gyki41_ninety-nine_lex	Chemical
chlorpropanol_lex	Chemical
tobanum_lex	Chemical
gyki41_nine hundred_lex	Chemical
14c41_ninety-nine_lex	Chemical
oral_contraception_lex	Chemical
rheumatic_fever_lex	Disease
nh4cl_lex	Chemical
ammonium_salt_lex	Chemical
encephalopathic_lex	Disease
unfractionated_heparin_sodium_lex	Chemical
ufh_lex	Chemical
lowmolecular_weight_heparin_lex	Chemical
ptu_lex	Chemical
turner_syndrome_lex	Disease
purpuric_lesions_lex	Disease
masseter_muscle_rigidity_lex	Disease
malignant_hyperthermia_lex	Disease
jaw_of_steel_lex	Disease
neurological_dysfunction_lex	Disease
asphyxia_lex	Disease
malformations_lex	Disease
periventricular_leukomalacia_lex	Disease
neurological_dysfunctions_lex	Disease
ventricular_septal_rupture_lex	Disease
septal_rupture_lex	Disease
droperidol_lex	Chemical
quinckes_disease_lex	Disease
upperairway_obstruction_lex	Disease
drug_allergies_lex	Disease
aluminum_lex	Chemical
cyanoacrylate_lex	Chemical
dx_lex	Chemical
digoxin_lex	Chemical
rheumatic_heart_disease_lex	Disease
decrease_in_sexual_desire_lex	Disease
aminonucleoside_lex	Chemical
fatty_acids_lex	Chemical
triacylglycerol_lex	Chemical
acute_hepatic_necrosis_lex	Disease
viral_hepatitis_lex	Disease
tolazamide_lex	Chemical
wernickes_encephalopathy_lex	Disease
thiamine_pyrophosphate_lex	Chemical
tpp_lex	Chemical
wernickekorsakoff_syndrome_lex	Disease
contralateral_rotation_lex	Disease
substantia_nigra_lesion_lex	Disease
sn_lesion_lex	Disease
ipsilateral_circling_lex	Disease
rotational_behavior_lex	Disease
rotation_lex	Disease
immunodeficient_lex	Disease
anaemia_lex	Disease
3azido3dideoxythymidine_lex	Chemical
phenylhydrazine_lex	Chemical
phz_lex	Chemical
reticulocytosis_lex	Disease
iodine125metaiodobenzylguanidine_lex	Chemical
radiolabeled_metaiodobenzylguanidine_lex	Chemical
mibg_lex	Chemical
vacuolar_degeneration_of_myocardial_cells_lex	Disease
myocardial_impairment_lex	Disease
vacuolar_degeneration_lex	Disease
amnestic_syndrome_lex	Disease
alzheimer_lex	Disease
rauwolscine_lex	Chemical
cirazoline_lex	Chemical
abbott53693_lex	Chemical
hemiparesis_lex	Disease
dm_lex	Disease
occlusion_of_the_left_internal_carotid_artery_lex	Disease
venous_sinus_thrombosis_lex	Disease
blindness_lex	Disease
deterioration_of_vision_lex	Disease
fatiguability_lex	Disease
retinopathy_lex	Disease
right_bundle_branch_block_lex	Disease
blind_lex	Disease
levobupivacaine_lex	Chemical
ropivacaine_lex	Chemical
22oxacalcitriol_lex	Chemical
secondary_hyperparathyroidism_lex	Disease
low_bone_turnover_lex	Disease
calcitriol_lex	Chemical
suppression_of_bone_turnover_lex	Disease
adynamic_bone_disease_lex	Disease
oct_lex	Chemical
woven_osteoid_lex	Disease
cerebral_hemorrhage_lex	Disease
vt_lex	Disease
vf_lex	Disease
visual_halos_or_blurring_lex	Disease
thyroid_function_abnormalities_lex	Disease
pulmonary_interstitial_infiltrates_lex	Disease
4aminopyridine_lex	Chemical
nahco3_lex	Chemical
13cisretinoic_acid_lex	Chemical
neuroblastoma_lex	Disease
cisra_lex	Chemical
eserine_lex	Chemical
clonictonic_convulsions_lex	Disease
skin_rashes_lex	Disease
elastosis_perforans_serpiginosa_lex	Disease
mellaril_lex	Chemical
thioridazine_lex	Chemical
thorazine_lex	Chemical
aventyl_lex	Chemical
nortriptyline_lex	Chemical
elavil_lex	Chemical
left_bundle_branch_block_lex	Disease
cardiac_complications_lex	Disease
muscimol_lex	Chemical
mk212_lex	Chemical
kearnssayre_syndrome_lex	Disease
polyphagia_lex	Disease
hyperglycemia_lex	Disease
lactic_acidosis_lex	Disease
ketosis_lex	Disease
metabolicendocrine_failure_lex	Disease
crocin_lex	Chemical
streptozocin_lex	Chemical
carotenoids_lex	Chemical
crocins_lex	Chemical
stz_lex	Chemical
neurodegenerative_diseases_lex	Disease
rosacea_lex	Disease
eruptions_lex	Disease
facial_dermatitis_lex	Disease
telangiectasia_lex	Disease
pimecrolimus_lex	Chemical
polyllactid_acid_lex	Chemical
tacrine_lex	Chemical
hippocampal_damage_lex	Disease
damage_of_neuronal_cells_lex	Disease
aconitine_lex	Chemical
arrhythmic_lex	Disease
4diphenylacetoxynmethylpiperidinemethiodide_lex	Chemical
alcohol_dependence_lex	Disease
paraesthesia_lex	Disease
scotomata_lex	Disease
hepatitis_b_virus_hbv_infection_lex	Disease
liver_cirrhosis_lex	Disease
barbiturate_lex	Chemical
narcosis_lex	Disease
sodium_thiopenthal_lex	Chemical
nik247_lex	Chemical
e2020_lex	Chemical
tramadol_lex	Chemical
dosulepine_hydrochloride_lex	Chemical
tetraparetic_lex	Disease
injury_to_different_regions_of_the_kidney_lex	Disease
acute_experimental_models_of_renal_damage_lex	Disease
hexachloro13butadiene_lex	Chemical
hcbd_lex	Chemical
2bromoethylamine_lex	Chemical
bea_lex	Chemical
protein_excretion_lex	Disease
glomerular_damage_lex	Disease
excretion_of_proteins_lex	Disease
magnesium_sulfate_lex	Chemical
coronary_thrombosis_lex	Disease
radiation_injury_lex	Disease
hepatonecrosis_lex	Disease
cholangitis_lex	Disease
pb_lex	Chemical
bronchopneumonia_lex	Disease
chronic_hepatic_enzyme_dysfunction_lex	Disease
bitemporal_hemianopia_lex	Disease
loss_of_central_visual_acuity_colour_vision_ishihara_and_visual_field_lex	Disease
loss_of_visual_function_lex	Disease
nimesulide_lex	Chemical
nsaid_lex	Chemical
nonsteroidal_antiinflammatory_drugs_lex	Chemical
nsaids_lex	Chemical
af_lex	Disease
nadolol_lex	Chemical
pulmonaryrenal_syndrome_lex	Disease
hemoptysis_lex	Disease
ventricular_arrhythmia_lex	Disease
ivmp_lex	Chemical
myelodysplasia_lex	Disease
macrocytic_anemia_lex	Disease
myelodysplastic_lex	Disease
hyperplastic_marrow_lex	Disease
dysmyelopoiesis_lex	Disease
hypocellular_marrow_lex	Disease
dyserythropoiesis_lex	Disease
hemosiderosis_lex	Disease
nad_lex	Chemical
nicotinic_acid_amide_lex	Chemical
polyadpribose_lex	Chemical
liver_injuries_lex	Disease
oxaloacetate_lex	Chemical
pyruvate_lex	Chemical
naa_lex	Chemical
cibenzoline_lex	Chemical
digitalis_lex	Chemical
tocainide_lex	Chemical
glomerular_disease_lex	Disease
membranous_glomerulonephritis_lex	Disease
diatrizoate_lex	Chemical
renografin_seventy-six_lex	Chemical
hypaque_seventy-six_lex	Chemical
renografin_lex	Chemical
disodium_edetate_lex	Chemical
hypaque_lex	Chemical
calcium_disodium_edetate_lex	Chemical
prothrombin_complex_concentrate_lex	Chemical
pcc_lex	Chemical
growth_impairment_lex	Disease
reduced_cerebellar_growth_lex	Disease
decreased_cranial_to_body_growth_lex	Disease
overactive_bladder_lex	Disease
tolterodine_lex	Chemical
oab_lex	Disease
nocturia_lex	Disease
dry_month_lex	Disease
neurovascular_complications_lex	Disease
aneurysmal_lex	Disease
gastric_lymphoma_lex	Disease
myotonic_dystrophy_lex	Disease
steinerts_disease_lex	Disease
muscular_dystrophy_lex	Disease
renal_cell_cancer_lex	Disease
rs1aminoindan15dicarboxylic_acid_lex	Chemical
aida_lex	Chemical
2r4r4aminopyrrolidine24dicarboxylate_lex	Chemical
2r4rapdc_lex	Chemical
dipyrone_lex	Chemical
tensiontype_headache_lex	Disease
primary_headaches_lex	Disease
coronary_artery_stenosis_lex	Disease
coronary_spastic_angina_lex	Disease
anginal_lex	Disease
lead_lex	Chemical
nitrotyrosine_lex	Chemical
lead_acetate_lex	Chemical
mda_lex	Chemical
fenfluramine_lex	Chemical
dexfenfluramine_lex	Chemical
valvular_disease_lex	Disease
valvular_abnormalities_lex	Disease
valvulopathy_lex	Disease
phentermine_lex	Chemical
bicuspid_aortic_valve_lex	Disease
aortic_insufficiency_lex	Disease
cbdca_lex	Chemical
cddp_lex	Chemical
peripheral_nervous_system_damage_lex	Disease
endometrial_carcinoma_lex	Disease
advanced_disease_lex	Disease
endometrial_cancers_lex	Disease
granulosa_cell_tumor_of_the_ovary_lex	Disease
liver_dysfunction_lex	Disease
granulosa_cell_tumors_lex	Disease
adenomyosis_lex	Disease
fluoxetine_hydrochloride_lex	Chemical
myocardial_lesions_lex	Disease
acute_myeloblastic_leukemia_lex	Disease
wilms_tumor_lex	Disease
prostate_adenocarcinomas_lex	Disease
prostatitis_lex	Disease
mitomycin_c_lex	Chemical
fluorouracil_lex	Chemical
postrenal_failure_lex	Disease
tubulopathies_lex	Disease
vein_thrombosis_lex	Disease
dipivalyl_epinephrine_lex	Chemical
prostaglandin_e_lex	Chemical
cl_lex	Chemical
chondroitin_sulfate_lex	Chemical
cardiac_apoptosis_lex	Disease
skin_rash_lex	Disease
febrile_neutropenia_lex	Disease
neurotoxic_lesions_lex	Disease
impaired_memory_functioning_lex	Disease
memory_impairments_lex	Disease
hal_lex	Chemical
prl_lex	Chemical
t_lex	Chemical
betacarotene_lex	Chemical
ethinylestradiol_lex	Chemical
combined_oral_contraceptives_lex	Chemical
cocs_lex	Chemical
coc_lex	Chemical
nnitrosodimethylamine_lex	Chemical
ndma_lex	Chemical
3methylcholanthrene_lex	Chemical
mc_lex	Chemical
cobalt_chloride_lex	Chemical
sleep_deprivation_lex	Disease
painful_lex	Disease
benzisoxazole_lex	Chemical
dantrolene_lex	Chemical
ns_lex	Disease
bladder_tumor_lex	Disease
leg_and_back_pain_lex	Disease
pain_in_the_legs_andor_back_lex	Disease
leg_andor_back_pain_lex	Disease
hypertensives_lex	Disease
hallucinatory_lex	Disease
chlorpropamide_lex	Chemical
adultonset_diabetes_lex	Disease
diabenese_lex	Chemical
toxic_optic_neuropathy_lex	Disease
diabetics_lex	Disease
dystonic_lex	Disease
thalamic_lesions_lex	Disease
urea_nitrogen_lex	Chemical
bile_duct_injury_lex	Disease
paraaminohippurate_lex	Chemical
pah_lex	Chemical
alphahydroxymetoprolol_lex	Chemical
cefotetan_lex	Chemical
rifampicin_lex	Chemical
type_b_hepatitis_lex	Disease
serotonin_syndrome_lex	Disease
tranylcypromine_lex	Chemical
salivation_lex	Disease
paralyzed_lex	Disease
ldopabenserazide_lex	Chemical
5mdot_lex	Chemical
ccnu_lex	Chemical
lomustine_lex	Chemical
12chloroethyl3cyclohexyl1nitrosourea_lex	Chemical
lymphoma_lex	Disease
mast_cell_tumour_lex	Disease
brain_tumour_lex	Disease
histiocytic_tumours_lex	Disease
epitheliotropic_lymphoma_lex	Disease
gastrointestinal_toxicosis_lex	Disease
three_alphahydroxy_pregnane20ones_lex	Chemical
three_alphahydroxy_pregnane21diol20ones_lex	Chemical
nbutyldeoxynojirimycin_lex	Chemical
sc48334_lex	Chemical
hiv1_infection_lex	Disease
n10propargyl58dideazafolic_acid_lex	Chemical
cb_three thousand, seven hundred and seventeen_lex	Chemical
cytotoxicity_lex	Disease
malaise_lex	Disease
ethopropazine_lex	Chemical
benztropine_lex	Chemical
fluphenazine_enanthate_lex	Chemical
procyclidine_lex	Chemical
procyclindine_lex	Chemical
ma_lex	Chemical
alphatc_lex	Chemical
hc_lex	Disease
ifs_lex	Chemical
apomophine_lex	Chemical
oral_dyskinesia_lex	Disease
tardive_dsykinesia_lex	Disease
prostigmine_lex	Chemical
sphincter_of_oddi_dyskinesia_lex	Disease
nitrolingual_lex	Chemical
m_lex	Chemical
reduction_of_food_intake_lex	Disease
loss_in_body_weight_lex	Disease
muscle_atrophy_lex	Disease
cardiogenic_shock_lex	Disease
antipurine_lex	Chemical
lometrexol_lex	Chemical
ddathf_lex	Chemical
glycinamide_ribonucleotide_lex	Chemical
tumours_lex	Disease
tyrdalaglynmepheglyol_lex	Chemical
morphiceptin_lex	Chemical
trans34dichloronmethyln21pyrrolidinyl_cyclohexylbenzeneactemide_lex	Chemical
dpen25enkephalin_lex	Chemical
dser2leuenkephalinthr_lex	Chemical
8bromo_cyclic_adenosine_monophosphate_lex	Chemical
cyclic_adenosine_monophosphate_lex	Chemical
anastrozole_lex	Chemical
nitrite_lex	Chemical
aminoguanidine_lex	Chemical
ag_lex	Chemical
mesangial_proliferation_lex	Disease
tubulointerstitial_inflammation_lex	Disease
carteolol_hydrochloride_lex	Chemical
carteolol_lex	Chemical
biperiden_lex	Chemical
rpgn_lex	Disease
antiplatelet_agents_lex	Chemical
hiv_disease_lex	Disease
megaloblastosis_lex	Disease
bilateral_optic_neuropathy_lex	Disease
bilateral_retrobulbar_neuropathy_lex	Disease
scotoma_lex	Disease
hypercoagulability_lex	Disease
thrombophlebitis_lex	Disease
thromboembolic_episodes_lex	Disease
cerebral_palsy_lex	Disease
seizure_disorder_lex	Disease
restlessness_lex	Disease
umb24_lex	Chemical
sm_twenty-one_lex	Chemical
12phenethyl42pyridylpiperazine_lex	Chemical
3alphatropanyl24chorophenoxybutyrate_lex	Chemical
methimazole_lex	Chemical
itching_lex	Disease
syndrome_of_inappropriate_secretion_of_antidiuretic_hormone_lex	Disease
siadh_lex	Disease
tonicclonic_convulsions_lex	Disease
weakness_of_the_central_nervous_system_lex	Disease
milrinone_lex	Chemical
bladder_tumours_lex	Disease
bladder_calculi_lex	Disease
hepatocarcinogens_lex	Disease
bupivacaine_hydrochloride_lex	Chemical
mepivacaine_hydrochloride_lex	Chemical
lidocaine_hydrochloride_lex	Chemical
muscle_degeneration_lex	Disease
muscle_damage_lex	Disease
arylpiperazine_lex	Chemical
buspirone_lex	Chemical
5hydroxytryptaminergic_agonists_lex	Chemical
chloride_lex	Chemical
localized_scleroderma_lex	Disease
contractures_lex	Disease
fenoldopam_mesylate_lex	Chemical
adrenaline_arrhythmia_lex	Disease
hibiscus_rosa_sinensis_lex	Chemical
openangle_glaucoma_lex	Disease
ocular_hypertension_lex	Disease
five_flourouracil_lex	Chemical
abs_lex	Disease
acute_cardiac_syndrome_lex	Disease
epicardial_coronary_disease_lex	Disease
colorectal_cancer_lex	Disease
akinesis_lex	Disease
coronary_vasospasm_lex	Disease
pulmonary_hypertension_syndrome_lex	Disease
heroin_lex	Chemical
torsade_de_pointes_lex	Disease
buprenorphine_lex	Chemical
prolonged_qtc_interval_lex	Disease
cytosine_arabinoside_lex	Chemical
atorva_lex	Chemical
kainate_lex	Chemical
formalin_lex	Chemical
carrageenan_lex	Chemical
thermal_hyperalgesia_lex	Disease
mechanical_hyperalgesia_lex	Disease
sarcoma_lex	Disease
nnitrolargininemethyl_ester_lex	Chemical
technetium99m_sestamibi_lex	Chemical
predobutamine_lex	Chemical
muscle_dysfunction_lex	Disease
dtubocurarine_lex	Chemical
neuromuscular_dysfunction_lex	Disease
aneurysmal_subarachnoid_hemorrhage_lex	Disease
ketoprofen_lex	Chemical
adenosine_diphosphate_lex	Chemical
artery_aneurysms_lex	Disease
neuropathic_symptoms_lex	Disease
primary_biliary_cirrhosis_lex	Disease
dermatomyositis_lex	Disease
adalat_lex	Chemical
fujimycine_lex	Chemical
periodic_acid_lex	Chemical
diethylnitrosamine_lex	Chemical
den_lex	Chemical
hepatocarcinogenesis_lex	Disease
preneoplastic_foci_lex	Disease
precancerous_lesions_lex	Disease
inhibition_of_lactation_lex	Disease
mmc_lex	Chemical
phlorizin_lex	Chemical
arf_lex	Disease
p_lex	Chemical
involuntary_movements_lex	Disease
penicillin_g_lex	Chemical
penicilling_lex	Chemical
sketamine_lex	Chemical
glutamatergic_dysfunction_lex	Disease
ldihydroxyphenylalanine_lex	Chemical
alphamethylparatyrosine_lex	Chemical
dopaminergic_deficits_lex	Disease
brainstem_dysgenesis_lex	Disease
fetal_anomalies_lex	Disease
multiple_cranialnerve_involvement_lex	Disease
cocaineaddicted_lex	Disease
txa_lex	Chemical
cerebral_ischemic_injury_lex	Disease
ischemic_brain_injury_lex	Disease
neurological_abnormalities_lex	Disease
brain_ischemic_lex	Disease
dysosmia_lex	Disease
pyrazinamide_lex	Chemical
hepatic_toxicity_lex	Disease
hyperuricemia_lex	Disease
olfactory_disorder_lex	Disease
difluoromethylornithine_lex	Chemical
colorectal_adenomas_lex	Disease
adenomatous_polyps_lex	Disease
dfmo_lex	Chemical
mental_slowing_lex	Disease
mental_slowness_lex	Disease
parachlorophenylalanine_lex	Chemical
pcpa_lex	Chemical
5hydroxyindoleacetic_acid_lex	Chemical
5hiaa_lex	Chemical
brain_tumors_lex	Disease
obsessivecompulsive_symptoms_lex	Disease
treatmentresistant_depression_lex	Disease
obsessivecompulsive_behavior_lex	Disease
hemolytic_anemias_lex	Disease
abnormal_involuntary_movement_lex	Disease
corticosteroid_glaucoma_lex	Disease
hypertensive_eyes_lex	Disease
open_angle_glaucoma_lex	Disease
steroid_glaucoma_lex	Disease
primary_open_angle_glaucoma_lex	Disease
cognitive_deterioration_lex	Disease
3hydroxynmethylmorphinan_lex	Chemical
trazodone_lex	Chemical
quinidine_phenylethylbarbiturate_lex	Chemical
quinidine_lex	Chemical
phenylethylbarbiturate_lex	Chemical
flank_pain_lex	Disease
hay_fever_lex	Disease
asthma_lex	Disease
kidney_stones_lex	Disease
pyeloureteritis_cystica_lex	Disease
submucosal_hemorrhage_lex	Disease
alphabenzene_hexachloride_lex	Chemical
hepatomas_lex	Disease
liver_lesions_lex	Disease
ethylalphapchlorophenoxyisobutyrate_lex	Chemical
lactic_acid_lex	Chemical
cholesteryl_hemisuccinate_lex	Chemical
chloroform_lex	Chemical
galactosamine_lex	Chemical
tris_salt_lex	Chemical
cs_lex	Chemical
gammacholesteryloxybutyric_acid_lex	Chemical
cse_lex	Chemical
chcl3_lex	Chemical
bortezomib_lex	Chemical
myeloma_lex	Disease
mm_lex	Disease
telmisartan_lex	Chemical
cough_lex	Disease
cutaneous_leucocytoclastic_vasculitis_lex	Disease
oxacillin_lex	Chemical
leucocytoclastic_vasculitis_lex	Disease
collagen_vascular_disease_lex	Disease
naloxazone_lex	Chemical
dexrazoxane_lex	Chemical
epipodophyllotoxin_lex	Chemical
icrf187_lex	Chemical
hematologic_toxicity_lex	Disease
aniracetam_lex	Chemical
ro_one hundred and thirty-five thousand and fifty-seven_lex	Chemical
1anisoyl2pyrrolidinone_lex	Chemical
impaired_cognitive_functions_lex	Disease
hypercapnia_lex	Disease
piracetam_lex	Chemical
pyrrolidinone_lex	Chemical
myocet_lex	Chemical
mbc_lex	Disease
bn_fifty-two thousand and twenty-one_lex	Chemical
cardiovascular_impairments_lex	Disease
benzylacyclouridine_lex	Chemical
marrow_suppression_lex	Disease
uridine_lex	Chemical
urd_lex	Chemical
bau_lex	Chemical
anemic_lex	Disease
leukopenic_lex	Disease
marrow_toxicity_lex	Disease
visceral_pain_lex	Disease
cp_lex	Chemical
acrolein_lex	Chemical
behavioral_disorders_lex	Disease
painful_syndromes_lex	Disease
hyperesthesia_lex	Disease
neuralgia_lex	Disease
etodolac_lex	Chemical
e_lex	Chemical
nacylimidazole_lex	Chemical
eai_lex	Chemical
writhing_lex	Disease
